CountID,Date,Road,Location,Direction,Days,MidweekADT,WeekendADT,7DayADT,AvgHr,Lat,Long
50863,4/06/2003,YARROWEE PARADE,# No 208,N+S,7,324,248,302,20,-37.581308164668684,143.84473374977802
50864,4/06/2003,YARROWEE PARADE,# No 110,N+S,7,308,272,298,19,-37.579347274334282,143.84533839465851
50865,5/06/2003,WALKER STREET,Between Beverin St & Spencer St,E+W,8,1235,966,1168,80,-37.596908917956242,143.83786518067993
50866,6/06/2003,LARTER STREET,Between York St & Clayton St # No 115,N+S,7,508,351,463,32,-37.57220242899303,143.87134180532959
50867,2/07/2003,YORK STREET,150 Metres West of Main Road,E+W,7,1839,1576,1764,119,-37.571691450336829,143.86752975318691
50871,16/10/2003,LA TROBE STREET,80 Metres East of Gillies St,E+W,7,12575,8202,11325,818,-37.572152992903078,143.81507558772461
50872,16/10/2003,LA TROBE STREET,80 Metres East of Learmonth St,E+W,7,8359,4954,7386,529,-37.571596565511499,143.81044706957994
50873,16/10/2003,LEARMONTH STREET,70 Metres North of La Trobe St,N+S,6,4866,1947,3893,273,-37.570568307220654,143.8093555817224
50874,16/10/2003,GILLIES STREET,40 Metres North of Winter St,N+S,7,9926,7377,9198,654,-37.569684376749969,143.81506184362124
50875,16/10/2003,LA TROBE STREET,80 Metres East of Brazenor St,E+W,7,13562,8439,12098,865,-37.572777820773673,143.82022751476086
50876,16/10/2003,LEARMONTH STREET,50 Metres North of Winter St,N+S,7,8328,4886,7345,505,-37.568903190783026,143.80965524249854
50877,16/10/2003,GILLIES STREET,20 Metres North of La Trobe St,N+S,7,6646,6240,6530,468,-37.57181241579697,143.81462124671657
50878,16/10/2003,BRAZENOR STREET,Between La Trobe & Park St,N+S,7,1889,562,1510,101,-37.572344913493026,143.819113051919
50879,16/10/2003,WINTER STREET,70 Metres West of Gillies St,E+W,7,2353,1144,2007,146,-37.570110987152255,143.8137986905142
50880,16/10/2003,CEDAR AVENUE,40 Metres North of Winter St,N+S,7,656,553,627,45,-37.570112886504994,143.81937979108707
50881,16/10/2003,WINTER STREET,100 Metres East of Brazenor St,E+W,7,623,350,545,38,-37.571020767461484,143.82060271261173
50882,16/10/2003,WINTER STREET,Between Cedar Ave & Gillies St,E+W,7,1964,500,1546,103,-37.570422966084763,143.81658398279743
50883,24/10/2003,LEARMONTH STREET,70 Metres North of La Trobe St,N+S,7,9970,5427,8672,588,-37.571093965416431,143.80922817291079
50884,12/11/2003,JOSEPH STREET,100 Metres South of Eureka St Opp No7,N+S,8,1401,1158,1340,90,-37.568329874880853,143.87865298281466
50896,5/12/2003,QUEEN STREET SEBASTOPOL,At House No 28,E+W,7,483,459,476,30,-37.610611844007657,143.83571311278831
50897,11/12/2003,ROWE STREET BALLARAT,At House No 11A,E+W,7,2486,2170,2396,158,-37.559819999083956,143.8651161861967
50898,11/12/2003,LANDALE AVENUE,At House No 13,E+W,7,251,229,244,14,-37.609104023716988,143.86380189181665
50899,5/12/2003,MAGPIE STREET,300 Metres North of Cobden St,N+S,7,1217,927,1134,75,-37.58104278637601,143.86203515463953
50900,5/12/2003,MAGPIE STREET,200 Metres South of Gladstone St,N+S,7,1224,948,1145,76,-37.580068289086348,143.86246202028894
50901,11/03/2004,WHITE AVENUE NTH,Between Buckingham St & Wendouree Pde,N+S,7,57,44,53,3,-37.558809030374114,143.82521277730552
50902,11/03/2004,WHITE AVENUE STH,Between Buchingham St & Sturt St Service Rd,N+S,7,65,52,62,3,-37.559452276615147,143.82506730094246
50903,11/03/2004,BUCKINGHAM STREET,Opposite House No 1,E+W,7,60,47,57,3,-37.559100838126732,143.8246918180418
50904,25/02/2004,MORRISON STREET,At Access Gate to Loretto College,N+S,14,616,491,580,41,-37.558611513330277,143.82367727825641
50905,19/03/2004,GILLIES STREET SLIP LANE,Gillies to Ballarat Maryborough Rd,N+S,11,2584,1592,2223,147,-37.540723097881795,143.82075008881392
50906,19/03/2004,CUMMINS ROAD,Between Garland Rd & Gillies Rd,E+W,12,66,62,64,4,-37.495797693331689,143.82102595480404
50907,19/03/2004,ROSEHILL ROAD MT ROWAN,100 Metres East of Midland H'way,E+W,12,78,87,81,4,-37.507178408868896,143.84504918054469
50908,1/04/2004,SHELLY STREET,Between Beach Av & Howitt St at No 14,N+S,7,446,331,413,28,-37.541989860351151,143.84305689643739
50909,1/04/2004,ESSEX STREET,Between Beech Ave & Howitt St at No 21,N+S,7,252,197,236,16,-37.541085211734277,143.84208328290117
50910,1/04/2004,BRINKLEY AVENUE,Between Beech Ave & Howitt St,N+S,7,177,148,168,11,-37.54169908805806,143.84427930827121
50911,1/04/2004,WHITE AVENUE,Between Beech Ave & Howitt St,N+S,7,182,151,173,12,-37.541671010733545,143.84544380519779
50912,20/03/2004,JAMES DRIVE,South of Whitelaw Ave at No 10,N+S,10,1228,1033,1150,75,-37.582510754530645,143.81262393551631
50913,1/04/2004,WARRINA DRIVE,30 Metres South of Aminya Ave at No 105,N+S,7,859,673,806,56,-37.584893767660908,143.81848828913812
50917,3/06/2004,BALLARAT BURRUMBEET RD (STURT ST ),80 Metres West of Arch,E+W,7,12306,8921,11339,779,-37.554612150999475,143.81116678449723
50918,14/07/2004,BALLARAT BURRUMBEET RD (STURT ST),100 Metres East of Arch,E+W,7,13055,11098,12496,844,-37.555379537475297,143.81299524713705
50919,15/05/2004,LEARMONTH STREET,100 Metres South of Sturt St,N+S,7,7622,5789,7098,470,-37.556015983130798,143.8120005327365
50920,15/05/2004,LEARMONTH ST SERVICE RD,Adjacent Memorial Wall,N+S,7,58,48,55,3,-37.555298192898711,143.81187167452435
50921,15/05/2004,CUTHBERTS RD,100 Metres West of Learmonth St,E+W,7,5109,4334,4887,339,-37.556776730832183,143.81070487410474
50922,22/05/2004,ARTHUR STREET,100 Metres East of Learmonth St,E+W,7,1540,1015,1390,100,-37.558225630756652,143.81267221054148
50923,23/05/2004,BALLARAT BUNINYONG ROAD (GEELONG RD),100 Metres North of Whitehorse Rd,N+S,8,12663,8998,11289,764,-37.603525513686499,143.86717803164476
50924,23/05/2004,WHITEHORSE ROAD,80 Metres West of Geelong Rd,E+W,8,6032,3945,5249,370,-37.604763366617604,143.86629687560605
50925,23/05/2004,RECREATION ROAD,100 Metres East of Geelong Rd,E+W,8,1894,1147,1614,114,-37.605449268818148,143.86847511566714
50926,23/05/2004,BALLARAT BUNINYONG ROAD (GEELONG RD),80 Metres South of Recreation Rd,N+S,8,13370,9045,11748,819,-37.605904766316769,143.8675299240021
50927,3/06/2004,DRUMMOND STREET NTH,50 Metres North of Webster St,N+S,7,11603,8114,10606,737,-37.55765389372857,143.84702535610742
50928,3/06/2004,WEBSTER STREET,30 Metres West of Drummond St,E+W,7,1545,1092,1416,103,-37.558073192352737,143.84645275309541
50929,3/06/2004,WEBSTER STREET,30 Metres East of Drummond ST,E+W,7,2759,1770,2477,179,-37.558168665412637,143.84735056174787
50930,17/06/2004,WALL STREET,Between Queen St & Nelson St,E+W,7,115,92,109,7,-37.611891232306277,143.83496885132388
50931,17/06/2004,NELSON STREET,Between Queen St & Wall St,N+S,7,248,199,234,16,-37.611116020949993,143.83647983565183
50932,8/05/2004,SOMERVILLE STREET (BUNINYONG),At Power pole No 608,E+W,7,27,32,28,1,-37.659435927916995,143.87606104871449
50933,17/06/2004,GREGORY STREET,West of Dowling St at Traffic Control Device,E+W,7,1303,882,1183,84,-37.544667424610282,143.8381340792279
50934,24/06/2004,WILTSHIRE LANE,80 Metres North of Greenhalgs Rd @401,N+S,7,6175,4950,5825,399,-37.585389466617968,143.80639151617024
50935,24/06/2004,HERMITAGE AVENUE,South of Pages Crt @ No 100,N+S,7,225,230,227,16,-37.600554476473704,143.86855882156166
50936,19/07/2004,PARK STREET WEST,At No 238,E+W,7,529,243,447,32,-37.572154456128338,143.82293231251307
50937,13/07/2004,LITTLE CLYDE STREET,At No 10,N+S,7,134,145,137,7,-37.553875605611879,143.85422687768684
50938,12/08/2004,BOTANIC DRIVE,North of No 18,N+S,7,303,278,296,22,-37.537165130942846,143.87150163649957
50939,12/08/2004,BOTANIC DRIVE,Opposite No 9,N+S,7,412,370,400,29,-37.538387464002099,143.87051882928023
50940,12/08/2004,GREGORY STREET,At No 1308 200 M West of Dowling St,E+W,7,1239,849,1127,81,-37.5444198217062,143.8360650644309
50947,16/10/2004,"YARROWEE STREET, SEBASTOPOL","70m North of Scool Crossing, at 142-144",N+S,18,1205,793,1068,76,-37.597545480410815,143.84173975932137
50948,16/10/2004,"WARREEN STREET, SEBASTOPOL","20m North of Nanta Court, at No 8",N+S,18,547,255,450,32,-37.59821166890957,143.84363370017209
50949,7/11/2004,MAIN ROAD,Between Humffray St & Little Bridge St,N+S,9,2773,2566,2704,190,-37.565176044282211,143.86384991965423
50950,7/11/2004,"DARRIWELL DRIVE, MT CLEAR",At No 35,N+S,11,144,131,140,8,-37.633811683939868,143.87414327240739
50951,9/12/2004,OTWAY STREET NORTH,Between Gent St & Corbett St,N+S,7,155,102,140,9,-37.561694685415013,143.87324725850343
50952,20/11/2004,GENT STREET,50m East of Otway Street,E+W,10,135,131,133,8,-37.561821917018975,143.87394261641862
50953,1/12/2004,ARRANDALE AVENUE,Between Robertson Dve & Elaine Ave,N+S,8,215,190,209,13,-37.553484252324495,143.79454343042622
50954,20/12/2004,EXETER STREET,30 m East of Wendouree Pde,E+W,7,271,241,263,17,-37.553974333265693,143.84379543652977
50955,20/12/2004,EXETER STREET,50m West of Cowan St,E+W,7,265,226,254,16,-37.554108842319849,143.84494367467289
50956,20/12/2004,COWAN STREET,100m South of Exeter St,N+S,7,141,112,132,8,-37.555143581050821,143.84537918003778
50957,20/12/2004,HOTHAM STREET,40m South of Exeter Street,N+S,7,316,258,300,19,-37.554645176013508,143.84624302824108
50958,20/12/2004,HOTHAM STREET,50m North of Devon St,N+S,7,359,302,343,23,-37.552970995532512,143.84654147707064
50959,20/12/2004,ODDIE STREET,Between Fore St & Hotham St,E+W,7,264,233,255,16,-37.55382977226698,143.84680052747819
50960,7/01/2005,BROWNS PARADE,At No 8,N+S,11,1387,1071,1272,86,-37.540867045754233,143.83542115578931
50961,7/01/2005,HENDERSONS LANE,"South of Fiskens Rd, 50m South of No 108",N+S,11,46,41,44,2,-37.638259130876051,143.89455142948123
50962,10/03/2005,EUREKA STREET,East of Joseph St at No 410,E+W,7,6929,5992,6661,455,-37.567673223753346,143.87971441257824
50963,10/03/2005,EUREKA STREET,West of Joseph St at No 401,E+W,7,7845,6680,7512,513,-37.567408828001724,143.87799490880147
50964,10/03/2005,JOSEPH STREET,100m South of Eureka Street at No 7,N+S,7,1274,981,1190,80,-37.568574865106108,143.87858317808315
50965,18/02/2005,CAMP STREET,60m North of Sturt St,N+S,7,1232,641,1063,69,-37.561433062847989,143.85916755839204
50966,10/02/2005,JOSEPH STREET,Between Clayton St and Lal Lal St at No 324,N+S,8,2044,1597,1932,132,-37.579077168848606,143.87579506048712
50967,10/02/2005,JOSEPH STREET,Between Lal Lal Street & Elsworth St at No 420,N+S,7,1683,1308,1576,108,-37.582523085492831,143.87489739032247
50968,10/02/2005,WENDOUREE PARADE,South of MacArthur St at No 120,N+S,7,9538,6986,8808,606,-37.552259233087341,143.84392261598268
50969,10/02/2005,"GUNNS LANE, MAGPIE",40 m East of Magpie Rd,E+W,7,77,84,79,5,-37.626567211141641,143.83881204856155
50970,18/02/2005,WHITE AVENUE,Between Buckingham St & Wendouree Pde,N,7,56,30,48,3,-37.557282637464141,143.82649069239037
50971,18/02/2005,RICHARDS STREET,At No 518,N+S,7,298,228,278,19,-37.580389623695737,143.8862504490651
50972,3/03/2005,MOYLE STREET,At No 5,N+S,7,500,406,473,34,-37.569317496892609,143.8565598456174
50973,3/03/2005,"WATTLETREE DRIVE, MT HELEN",At No 25,E+W,7,333,296,322,21,-37.621575496845431,143.88373118869245
50974,3/03/2005,HOWE STREET,39 Howe Street,N+S,7,320,144,269,18,-37.503447208820887,143.80441616651368
50975,26/03/2005,COBDEN STREET,At No 431,E+W,7,915,630,833,54,-37.581555361836159,143.85799013225278
50976,26/03/2005,COBDEN STREET,At No 404,E+W,7,1075,697,967,63,-37.579745548179879,143.85607542398279
50977,26/03/2005,TAMBO ROAD,At No 91,E+W,7,64,29,54,3,-37.485996098099633,143.85951045971737
50978,9/04/2005,BELL STREET BALLARAT,At No 710,E+W,7,1061,737,968,65,-37.577527547986946,143.82958864955492
50979,10/03/2005,RING ROAD,60 Metres North of Sturt St,N+S,7,6533,3480,5661,378,-37.547563071406721,143.79611030431062
50980,15/04/2005,OLIVER STREET BALLARAT,20 Metres South of Bridge,N+S,11,167,139,157,9,-37.556161460735538,143.87586418674684
50981,27/04/2005,RUSSELL STREET,200 Metres North West of Alfred St,N+S,7,6914,4153,6125,428,-37.562527767706406,143.82607775284595
50982,26/04/2005,DOVETON CRESCENT,20 Metres East of Doveton St (opposite #210),E+W,7,2064,1265,1836,121,-37.556477509574776,143.85506189259709
50983,27/04/2005,BREWERY TAP ROAD,200 Metres South of Gracefield Rd,N+S,7,492,426,473,33,-37.558643055806904,143.92773086095076
50984,27/04/2005,GEAR AVENUE,200 Metres West of University Dve,E+W,7,2234,1041,1893,139,-37.630642330892968,143.88658562378916
50985,27/04/2005,GEAR AVENUE,100 Metres East of Fisken Rd,E+W,7,1850,923,1585,116,-37.632220133393673,143.90232713688354
50986,27/04/2005,MOSS AVENUE,30 Metres West of Bergs Lane,E+W,7,636,442,580,41,-37.636951270128826,143.87213415959189
50987,27/04/2005,GREENHILL ROAD,At No 122,E+W,7,567,532,557,38,-37.618762719617642,143.88673759155299
50988,4/05/2005,DYSON DRIVE,500 Metres North of Ballarat Carngham Rd (At No 207),N+S,7,1783,1281,1639,111,-37.563729663080949,143.78233894855936
50989,4/05/2005,DYSON DRIVE,North of Cuthberts Rd # No 45,N+S,7,1976,1501,1840,125,-37.551041938388032,143.78465102237232
50990,4/05/2005,DYSON DRIVE,South of Sturt St At No 21,N+S,7,2496,1952,2341,159,-37.546516724505317,143.78548976688859
50991,4/05/2005,CUTHBERTS ROAD,At No 180,E+W,7,981,781,924,66,-37.553846428920309,143.78570617683471
50992,4/05/2005,CUTHBERTS ROAD,West of Learmonth St At No 22,E+W,7,5798,4801,5513,385,-37.556597296232702,143.8091588115399
50993,4/05/2005,RING ROAD,500 Metres North of Sturt St,N+S,7,7554,3771,6473,442,-37.544138494234538,143.79803060977366
50994,4/05/2005,RING ROAD,300 Metres West of Learmonth Rd,E+W,7,7371,3816,6355,440,-37.528161817550242,143.80526270078676
50995,4/05/2005,RING ROAD,275 Metres East of Learmonth Rd,E+W,7,4037,1789,3395,226,-37.525048487281367,143.81075763760819
50996,4/05/2005,RING ROAD,500 Metres West of Gillies St,E+W,7,3658,1697,3098,208,-37.52109699822747,143.81889048341526
50997,5/05/2005,BLIND CREEK ROAD,2.35 Km West of Ring Rd,E+W,7,535,513,529,35,-37.529985332960209,143.77654689785993
50998,5/05/2005,GILLIES ROAD,300 Metres North of Simms Rd,N+S,7,3719,3098,3541,250,-37.502598394854992,143.82828308554198
50999,5/05/2005,GREVILLEA ROAD,At No 1215,E+W,7,2626,2008,2450,167,-37.527986119637987,143.82094886364004
51,1/01/2002,PLEASANT STREET BALLARAT,South of Dana St,S+N,5,"11,019",,,,-37.562444612089941,143.83854852434774
51000,13/05/2005,GREVILLEA ROAD,At No 1273,E+W,7,2147,1447,1947,129,-37.529745090376274,143.81521086232539
51001,5/05/2005,NORMAN STREET,Between Learmonth Rd & Gillies St at No 1222,E+W,7,3658,2368,3289,238,-37.53391349387838,143.81913558223116
51002,6/05/2005,GREGORY STREET WEST,150 Metres West of Gillies St,E+W,7,489,242,418,28,-37.542157061531874,143.81881248768059
51003,12/05/2005,FOREST STREET,At No 8,N+S,7,6728,4654,6136,460,-37.544125239428475,143.82956950585807
51004,12/05/2005,FOREST STREET,At No 244,N+S,7,6526,5163,6136,444,-37.536829294423065,143.83095695236062
51005,12/05/2005,FOREST STREET,At No 320,N+S,7,5433,4372,5130,366,-37.533099886809907,143.83166448194143
51006,12/05/2005,FOREST STREET,At No 397,N+S,7,3192,2172,2901,209,-37.527297488499208,143.83276869651061
51007,12/05/2005,DOWLING STREET,At No 222,N+S,7,5794,4817,5515,385,-37.540606826724485,143.83912294725792
51008,29/05/2005,DOWLING STREET,100 Meters North of Traminer crt (At No 511),N+S,7,2478,1229,2121,150,-37.525665831756882,143.84141853798889
51009,29/05/2005,CORONET STREET,150 Meters West of Creswick Road,E+W,7,5290,3316,4726,333,-37.529128940643687,143.84540816969294
51010,12/05/2005,DOVETON STREET NORTH,At No 1219,N+S,7,6786,5865,6523,458,-37.536220982969773,143.85880360304949
51011,12/05/2005,NORMAN STREET,450 Metres East of Creswick Rd,E+W,7,7901,6431,7481,538,-37.537521840258613,143.85308239982052
51012,12/05/2005,NORMAN STREET,At No 13,E+W,7,957,1001,969,67,-37.540463429339312,143.87777276210355
51013,12/05/2005,HOWITT STREET,at No 609 (East of Creswick Rd),E+W,7,8191,7501,7994,566,-37.544509399441189,143.8521606539189
51014,12/05/2005,DOVETON STREET NORTH,At No 409,N+S,7,5764,4054,5275,368,-37.555055136132502,143.85500758197057
51015,12/05/2005,LYDIARD STREET NORTH,At No 406,N+S,7,9126,6869,8481,593,-37.55450216975477,143.85812157597908
51016,13/05/2005,PEEL STREET NORTH,Scott Pde to Chisolm St,N+S,7,6591,5323,6229,432,-37.557473873645186,143.86376992480996
51017,13/05/2005,HUMFFRAY STREET NORTH,2M South of pole at Cnr Humffray St & Corbett St,N+S,7,7332,6108,6982,483,-37.561701687257944,143.8655505156315
51018,13/05/2005,HUMFFRAT STREET NORTH,Queen St to Stawell St  Pole at No 213,N+S,7,5587,4934,5400,379,-37.557798757940006,143.87597243826943
51019,13/05/2005,HUMFFRAY STREET NORTH,Stawell St to Water St Pole at No 254,N+S,7,4608,4179,4485,311,-37.555010124807076,143.88721721995066
51020,13/05/2005,CHISHOLM STREET,At No 824,E+W,7,5360,4810,5203,356,-37.551652366205204,143.87601898445826
51021,13/05/2005,SCOTT PARADE,Stawell St to Water St 50 M West of Haines St,E+W,7,2909,2465,2782,196,-37.55875506209636,143.88478118618772
51022,13/05/2005,FUSSELL STREET,50m South of Charlesworth Street,N+S,7,3523,2990,3370,240,-37.562788640068405,143.8908002135135
51023,13/05/2005,QUEEN STREET NORTH,At No 15,N+S,7,2551,2180,2445,169,-37.563987301029101,143.87641427631738
51024,13/05/2005,QUEEN STREET NORTH,At No 3,N+S,10,2483,1121,1938,134,-37.561227404958863,143.87541387541512
51025,14/05/2005,EUREKA STREET,At No 106,E+W,13,7014,5908,6674,461,-37.568299864080629,143.86841843274385
51026,20/05/2005,EUREKA STREET,Stawell St to Fussell St at No 715,E+W,7,3583,2990,3413,241,-37.567813470144017,143.88945503705659
51027,20/05/2005,EUREKA STREET,250 Metres West of Blairs Lane,E+W,7,2670,2188,2532,179,-37.57209937757937,143.90316024332714
51028,20/05/2005,WENDOUREE PARADE,Mair St to Alfred St (Tree @#113),E+W,7,4240,3670,4077,305,-37.558234063962608,143.83378195213342
51029,20/05/2005,WENDOUREE PARADE,Windmill Dr to Zoo Dr,N+S,7,2874,3018,2915,219,-37.550840368145856,143.82082606327407
51030,20/05/2005,WENDOUREE PARADE,Forest St to Dowling St (Pole @ #412),E+W,7,5924,4576,5539,414,-37.545646133588164,143.83677924970954
51031,20/05/2005,WENDOUREE PARADE,Macarthur St to Webster St (opposite #120),N+S,7,8888,7161,8395,611,-37.552539126931585,143.84389930682366
51032,20/05/2005,WEBSTER STREET,Wendouree Pde to Drummond St Nth (Tree@#118/116),E+W,7,1577,1187,1466,106,-37.557908690890208,143.84505430008366
51033,20/05/2005,WEBSTER STREET,Drummond St Nth to Creswick Rd (Tree @ #32),E+W,7,2998,1968,2704,194,-37.558468143194538,143.84987471783899
51034,20/05/2005,MAIR STREET,Ripon St Nrh to Drummond St Nth (Tree@ #1203),E+W,7,6982,4253,6202,453,-37.559604893640554,143.84159867458001
51035,28/05/2005,MAIR STREET,At No 710,E+W,7,9707,5299,8448,622,-37.560404794043109,143.8484091594359
51036,20/05/2005,RIPON STREET NORTH,Mair St to Sturt St (Tree@ #17),N+S,7,3674,2853,3440,244,-37.560238288235965,143.84036634188232
51037,20/05/2005,PLEASANT STREET NORTH,North of Sturt St (At Sussex St sign on East side),N+S,7,7779,6451,7399,534,-37.560134214259151,143.83795144630326
51038,21/05/2005,PLEASANT STREET SOUTH,Sturt St to Dana St (Tree@ #12/14),N+S,7,9871,8052,9351,659,-37.562804366642027,143.83745288538572
51039,21/05/2005,EYRE STREET,Russell St to Pleasant St Sth (Tree@ #1121),E+W,7,6031,4167,5498,388,-37.565346054496842,143.83405155684474
51040,21/05/2005,EYRE STREET,Pleasant St to Drummond St (Tree@ #907),E+W,7,7001,4636,6326,450,-37.566033120749793,143.83995262265543
51041,21/05/2005,EYRE STREET,Drummond St to Doveton St Sth (Light pole@ #310),E+W,7,7730,5074,6971,493,-37.649712321762969,143.88459305680081
51042,21/05/2005,DANA STREET,Ripon St Sth to Drummond St (Tree@ #1006/1008),E+W,7,5496,3451,4912,358,-37.564319221922872,143.84339658250065
51043,21/05/2005,DANA STREET,Drummond St to Doveton St Sth (Tree@ #704),E+W,7,7774,4833,6933,508,-37.564842996436802,143.84783117891612
51044,21/05/2005,EASTWOOD STREET,Grenville St to Peel St @No Stopping sign-Sth Side,E+W,7,8787,6663,8180,565,-37.566384151554658,143.86085116536515
51045,5/06/2005,LITTLE BRIDGE STREET,30 Meters East Of Grenville,W,7,7515,7620,7545,487,-37.564637844397069,143.85966368623323
51046,21/05/2005,CURTIS STREET,Grenville St to Peel St (50m E of Grenville St),E,7,5653,5037,5477,358,-37.563406675698765,143.85989957181903
51047,21/05/2005,VICTORIA STREET,100m West Princess St @pole,E+W,7,14852,14077,14631,1010,-37.563790086404794,143.86786050617545
51048,28/05/2005,SEBASTOPOL-SMYTHESDALE ROAD,150 Meters South of Joses Lane,E+W,7,2465,2170,2381,165,-37.609679607905306,143.81482553454973
51049,28/05/2005,BELLS ROAD,1.8 klm West Of Wiltshire Lane,N+S,7,845,819,838,57,-37.603091054057707,143.78377143624823
51050,28/05/2005,WILTSHIRE LANE,200 meters South Of Glenelg Hwy,N+S,7,2079,1550,1928,132,-37.593896407734448,143.80484271400891
51051,28/05/2005,TAIT STREET,350 Meters North of Sebastopol-Smythesdale road,N+S,7,2260,1597,2070,143,-37.602204691135199,143.82219962961008
51052,28/05/2005,GREENHALGHS ROAD,900 Meters West of Wiltshire Lane,E+W,7,886,778,855,59,-37.584933630076307,143.79599134999953
51053,28/05/2005,WHITELAW AVENUE,300 Meters East of Wiltshire Lane,E+W,8,3378,1986,2856,201,-37.580541454197331,143.81094204805967
51054,28/05/2005,RUBICON STREET,200 Meters East Of Sutton Street,E+W,7,5468,3872,5012,352,-37.582620883611462,143.8283662673544
51055,28/05/2005,RUBICON STREET,At No 304,E+W,7,5530,4066,5112,356,-37.583441131237223,143.83548522936775
51056,28/05/2005,ALFRED STREET,150 Meters South of Rubicon Street (At No 8),N+S,7,5299,3921,4906,346,-37.584407775675984,143.83350648778094
51057,28/05/2005,PLEASANT STREET SOUTH,50 Meters South of Warwick Street (At No 809,N+S,7,8950,6456,8237,579,-37.579556892877065,143.83438675834816
51058,28/05/2005,PLEASANT STREET SOUTH,40 Meters North Of Winter Street (At No 503)     ,N+S,7,11063,7621,10080,713,-37.572289289081652,143.83571863899309
51059,29/05/2005,BARKLY STREET,At No 624,N+S,7,7815,6894,7552,523,-37.574545578665791,143.85759746341716
51060,29/05/2005,ALKERA ROAD,350 Meters South of White Swan Road,N+S,7,269,262,267,18,-37.530133817027249,143.88750183262343
51061,29/05/2005,WHITE SWAN ROAD,650 Meters East Of Swinglers Road,E+W,7,509,441,489,34,-37.528047802427672,143.87809861978732
51062,29/05/2005,SWINGLERS ROAD,200 Meters North Of White Swan Road,N+S,7,1160,1115,1147,77,-37.526419644915428,143.87132694747515
51063,29/05/2005,MILLERS ROAD,450 Meters West of Slatey Creek Road,E+W,7,432,354,409,27,-37.51547733275968,143.85772866420976
51064,29/05/2005,MILLERS ROAD,650 Meters East of Slatey Creek Road,E+W,7,156,161,158,10,-37.516135320871058,143.87034430021561
51065,29/05/2005,SLATEY CREEK ROAD,400 Meters North Of Millers Road,N+S,7,313,280,304,21,-37.511679099501976,143.86349967827832
51066,7/06/2005,SUTTON STREET,150 Meters South of Rubicon Street,N+S,7,8664,5948,7888,557,-37.583732691338163,143.82558904009289
51067,7/06/2005,SUTTON STREET,700 Meters South of Latrobe Street,N+S,7,8759,5912,7946,562,-37.579883298301489,143.82641713571499
51068,7/06/2005,WINTER STREET WEST,100 Meters East of Valentine Street (At No 237),E+W,7,632,377,559,40,-37.571348894694033,143.82308301412928
51069,5/06/2005,LEARMONTH ST,700 Meters South of Sturt Street,N+S,7,9252,5370,8143,569,-37.561500185913822,143.81100696440834
51070,27/05/2005,KLINE STREET,At No 221,N+S,7,2021,1825,1965,135,-37.56721458370793,143.88594534683665
51071,18/05/2005,KLINE STREET,At No 231,N+S,8,1918,1701,1863,128,-37.568466280796116,143.88560879629827
51072,28/05/2005,LEITH STREET,50 Meters East of Campbells Crt (At No 6),E+W,7,9199,7534,8723,601,-37.582434283603597,143.84399539201047
51074,15/06/2005,OAK AVENUE,50 Meters East of Gillies Street,E+W,7,443,444,443,31,-37.556648817290736,143.81908707918325
51075,15/06/2005,ELM AVENUE,200 Meters North of Caretakers Dve,N+S,7,168,268,196,13,-37.559111840853824,143.81971193447046
51076,15/06/2005,OAK AVENUE,80 Meters North west Caretakers Dve,E+W,7,441,305,402,28,-37.558253627018779,143.82244133931084
51077,15/06/2005,CEDAR DRIVE,50 Meters West of Russell Street,E+W,7,698,570,662,47,-37.558811875005382,143.82434133642963
51078,15/06/2005,CARETAKERS DRIVE,150 Meters West of Elm Ave,E+W,7,73,140,92,4,-37.560067364390754,143.82044975116793
51079,15/06/2005,CEDAR DRIVE,200 Meters South of Plane Ave,N+S,7,447,414,437,29,-37.560738150430275,143.82291998521382
51080,15/06/2005,PLANE AVENUE,200 Meters south east of Cedar Dve,E+W,8,40,60,45,2,-37.560454879406514,143.82534288716059
51081,15/06/2005,MILITARY DRIVE,80 Meters East of Elm Ave,E+W,7,63,257,118,7,-37.561721980833333,143.81945948374653
51082,15/06/2005,ELM AVENUE,200 Meters North of Pine Ave,N+S,7,173,221,187,11,-37.563265401236656,143.81897435958851
51083,15/06/2005,POPLAR AVENUE,200 Meters West of Plane Ave,E+W,7,848,644,790,57,-37.56362758163192,143.82530432507838
51084,15/06/2005,POPLAR AVENUE,100 Meters West of Russell St,E+W,7,889,706,837,62,-37.563245341139975,143.82847065137506
51085,15/06/2005,PINE AVENUE,150 Meters East Of Gillies Street,E+W,7,630,436,575,43,-37.564873545064678,143.81879729093157
51086,15/06/2005,PLANE AVENUE,100 Meters South of Poplar Ave,N+S,7,154,158,155,8,-37.563990003076071,143.82785361156954
51087,15/06/2005,QUERCUS AVENUE,200 Meters East of Cedar Ave,E+W,8,136,174,146,8,-37.565680989205525,143.82384243880853
51088,15/06/2005,CEDAR DRIVE,200 Meters North of Winter Street,N+S,8,462,407,448,32,-37.567573192718832,143.82120841266774
51089,5/06/2005,GRENVILLE STREET,100 Meters North of Dana Street,N+S,7,3779,2723,3478,256,-37.565362733834569,143.85912543329823
51090,5/06/2005,GRENVILLE STREET (NORTHBOUND),30 Meters North of Little Bridge Street,N,7,7894,7968,7915,521,-37.564305351088429,143.85925478155249
51091,5/06/2005,GRENVILLE STREET (NORTHBOUND),40 Meters North of Sturt Street,N,7,7739,7412,7646,506,-37.563481206076659,143.85942700720273
