Date of contribution,Latitude,Longitude,Address,Category,What made you feel like this?,Age,Gender,Do you identify as having a disability?,Your Comment,Are you from a culturally and linguistically diverse background?
Apr 06 18 04:40:54 pm,-37.5630005,143.8575125,"Lydiard Street, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",44,Female,No,Have been approached by people asking for money and have general spent the day wandering the nearby street.,Yes
Apr 06 18 04:43:26 pm,-37.56417837,143.8620159,"4-5 Little Channel Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,Other,27,Female,No,Never had any issues going to Woolies late at night. ,No
Apr 06 18 04:53:01 pm,-37.55847593,143.8565898,"112 Armstrong Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",43,Female,No,"Not lit and at night I have come across people sleeping in there for cover and groups of young people in cars, having a gathering with loud stereos. Intimidating when alone or with young children.",No
Apr 06 18 04:56:49 pm,-37.56249873,143.8619059,"30 Bridge Mall, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",43,Female,No,"Loud, rude, vocal groups gather at the outdoor eating areas often with security hanging about with them. No consideration for others, especially the elderly or families with young children, The security officers are quite often more scary than anyone there. ",Yes
Apr 06 18 04:59:00 pm,-37.56316084,143.8621465,"41 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",23,Male,No,This area makes me feel unsafe.,No
Apr 06 18 05:39:38 pm,-37.56310255,143.8614634,"16 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",25,Female,No,The young kids own little bridge street! Threatening -manners foul - language disgusting! Physical fights and sooo much more !,No
Apr 06 18 06:31:37 pm,-37.56388497,143.8623834,"18 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",37,Female,No,Lots of unpredictable people. People asking for money.  People smoking at entrance to supermarkets.  Drug affected people.  Crime,No
Apr 06 18 06:38:40 pm,-37.56310681,143.855828,"25 Armstrong Street South, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",37,Female,No,There are always teens hanging around here outside the shopping centre.  Why are they not in school?  Their behaviour is quite intimidating and inappropriate at times.,No
Apr 06 18 06:42:43 pm,-37.56063619,143.8564128,"15 Armstrong Street North, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",37,Female,,I always feel safe here.  Lots of people around.,No
Apr 06 18 08:12:50 pm,-37.56243069,143.8609511,"2 Bridge Mall, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Busy - lots of people, activity",,Male,,Need more police presence Bridge Mall,
Apr 06 18 08:20:35 pm,-37.56358838,143.8620642,"Ferguson Plarre Bakehouses, Eastwood Shopping Complex, Little Channel Ln, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",29,Female,No,"I avoid the Coles and Safeway at night/when it's dark. I'll avoid going to the supermarket. 
I've recently moved back to Ballarat after two years overseas and their is a noticable increase in drug use/drug affected people in this area. 
Even in daylight I have stayed in my car and locked the door whilst people who were clearly drug affected past by my car. I'll often go to the IGA at Northway if it is outside 'peak' hours as a way to avoid this area. ",No
Apr 06 18 08:23:51 pm,-37.56268796,143.8621205,"Treloar's Coffee House, 40 Bridge Mall, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",29,Female,No,Walked into a store I would never go to as a means of avoiding undesirable behaviour. ,No
Apr 06 18 09:36:19 pm,-37.56288569,143.8637674,"3 Peel Street South, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",,,,angry drunk guy,
Apr 06 18 09:39:55 pm,-37.56360007,143.8559353,"35 Armstrong Street South, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,,,was walking past here once and was followed by some addicts who were calling me names and saying they wanted to rob somebody.,
Apr 06 18 09:46:56 pm,-37.56319185,143.8619703,"33 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",,,,"The bus stop is totally unsafe. Angry people on drugs or dealing here. Teenage bullies. Not a good place. Get a bus from somewhere else if you need to. Don't walk past, go a different way.",
Apr 07 18 12:02:39 am,-37.56301343,143.8610573,"10 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",50,Female,No,Bus Exchange,No
Apr 07 18 12:17:12 am,-37.56421086,143.8577271,"102 Dana Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,50,Female,No,Unsafe when leaving Her Majesty's Theatre at night and walking to car parked in unlit /quieter streets.,No
Apr 07 18 03:35:49 am,-37.56374533,143.8622865,"Ferguson Plarre Bakehouses, Eastwood Shopping Complex, Little Channel Ln, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",25,Female,Yes,Have been approached by a lady asking me for money.  She'll follow you from the supermarket entrance to your car and will try to open the door to get inside.,No
Apr 07 18 03:39:06 am,-37.56148462,143.8618116,"1 Curtis Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",25,Female,,Loitering.  Lots of young p-plate drivers hanging out in this carpark at night drinking and smoking.,
Apr 07 18 03:41:37 am,-37.55819138,143.8561247,"190 Doveton Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",25,Female,,Groups of young individuals hang out down in the carpark here drinking and smoking at night.,
Apr 07 18 07:21:27 am,-37.56320461,143.8618577,"33 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",38,Female,No,"People loitering, substance affected, homeless people",No
Apr 07 18 07:23:48 am,-37.56323863,143.8558602,"25 Armstrong Street South, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",38,Female,No,"young people loitering, stare at you as you walk past.  Not many other people around",No
Apr 07 18 08:38:06 am,-37.55951666,143.8594096,"8 Mair Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,29,Male,No,"Somewhat dark area with people hanging around, personally avoid walkway from train area as doesn't feel very safe, didn't even feel safe leaving car down this side-street. ",No
Apr 07 18 08:45:15 am,-37.56280136,143.8646888,"9 Martin Street, Bakery Hill, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",29,Male,No,"Group of teens hanging around next to McDonald's, have been verbally attacked and edged on physical violence. Know of 2 people who have been attacked in this area in past. Needs security (unless has been added recently) Avoid this area and even the McDonald's located here for this reason. Would rather travel elsewhere. ",No
Apr 07 18 08:48:10 am,-37.56160975,143.8698399,"87 Victoria Street, Ballarat East, Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,29,Male,No,"Overall feel safe especially with new lighting, but was approached once by questionable person at night in past. ",No
Apr 07 18 08:56:46 am,-37.56375114,143.862137,"Ferguson Plarre Bakehouses, Eastwood Shopping Complex, Little Channel Ln, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Busy - lots of people, activity",29,Male,No,"Lots of questionable people hang out at night in safeway carpark with their cars, sometimes drinking (generally towards bus stops side of car park). Have hit bottles driving past this area at night. Only park closer to woolworths front area. This needs to not be a mates style car meet up area. ",No
Apr 07 18 08:59:18 am,-37.563188,143.8620809,"41 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Busy - lots of people, activity",29,Male,No,"Do not feel very safe walking past bus stops during day or night due to some of the more violent people in the area, have seen fighting break out here with police called. ",No
Apr 07 18 09:02:01 am,-37.56209974,143.857355,"207 Sturt Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,29,Male,No,"Feel pretty safe down main part or Sturt Street, well lit and some security cameras help. ",No
Apr 07 18 09:04:20 am,-37.56408462,143.858721,"14 Albert Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Obvious Security - Police, Public Safety Officer",29,Male,No,Feel safe outside of Eureka Medical Centre. Police over the road helps aswell. ,No
Apr 07 18 09:10:40 am,-37.55938027,143.856412,"300-304 Mair Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",23,,,Hobos early in the morning,
Apr 07 18 09:11:59 am,-37.55926413,143.8548076,"404 Mair Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",26,Male,,Druggos mad about their kids being taken off them,
Apr 07 18 09:18:58 am,-37.5592232,143.8583738,"116 Lydiard Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",26,Female,,"I've hidden in shops here to escape abusive drugged people in this area. 
Usually afternoon to night",
Apr 07 18 10:48:00 am,-37.56311389,143.861568,"16 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",50,Male,No,"Excitable, easily agitated ferals waiting for buses or just loitering.  Many angry from their day at the Magistrates' Court nearby.   Don't make eye contact and lock your car doors as you drive by.  (And - I am a former police officer!!!!!)",No
Apr 07 18 10:52:09 am,-37.56177867,143.8615599,"1 Curtis Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,50,Male,No,"Dark, lonely, isolated when driving through here after dark.  Lock the car doors.  No problems here at all during daylight hours.",No
Apr 07 18 03:48:50 pm,-37.55616251,143.8557744,"206 Doveton Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,40,Female,No,Cars are driving too fast and there?s no way to safely cross the road. Sometimes there are suspicious people hanging around the Aldi car park. Every few weeks cars are broken into. Aldi is where I shop as it?s only 2 mins walk from my house and it saves me driving. Please install more cameras at this car park. ,Yes
Apr 07 18 06:20:33 pm,-37.55874809,143.8478887,"32 Drummond Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",31,Female,No,The poor traffic control and lack of lighting around the hospital is mostly what makes walking to and from my car for work feel unsafe. ,No
Apr 07 18 06:23:12 pm,-37.5579316,143.858698,"140-202 Lydiard Street North, Soldiers Hill, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",31,,,"Too dark when looking for my car after going to Melbourne on the train
",
Apr 07 18 07:33:10 pm,-37.56146966,143.863982,"25-27 Peel Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",32,Female,No,Pokies make me feel threatened and shouldn't be advertised to passersby.,No
Apr 07 18 07:42:26 pm,-37.56074888,143.858529,"40 Lydiard Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,32,Female,No,"CCTV cameras are post-facto and won't prevent drug users, alcoholics and the mentally ill from violence. More prevention, less criminalisation.",No
Apr 07 18 07:45:49 pm,-37.55878424,143.8584056,"124 Lydiard Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",32,Female,No,People here can be a bit threatening but it's a free country and I either cross the road or avoid eye contact. Plus there are already stacks of protective services officers here at all hours and lots of light.,No
Apr 07 18 08:04:40 pm,-37.56327265,143.8590628,"19a Albert Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,32,Female,No,"I think this would be unsafe and threatening, but I've never been.",No
Apr 07 18 08:16:41 pm,-37.56327265,143.8576144,"43-45 Lydiard Street South, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",32,Female,No,People asking for money. Maybe Ballarat should try harder to address causes of homelessness?,No
Apr 07 18 08:24:53 pm,-37.56237541,143.8667232,"1 Pearse Street, Bakery Hill, Victoria 3350, Australia",Happy = Safe,Other,32,Female,No,Been to Pizza Hut at night many times. Always felt safe.,No
Apr 07 18 08:29:38 pm,-37.55626883,143.8557529,"202-206 Doveton Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,32,Female,No,Pedestrian crossing would be handy but CCTV won't stop drug users looking for change. Ballarat needs a better social policy and focus on prevention.,No
Apr 10 18 10:59:53 am,-37.56099765,143.8623673,"3 Davies Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",65,Male,,"Aggressive drinkers behind the skips at loading bay, Abused when walking with my disabled wife to our car.",
Apr 10 18 11:03:40 am,-37.56115498,143.8628769,"6 Shepperd Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",65,,,"Public drinking/swearing, possible homeless people.
The local licensed store needs to be more responsible as some of these people came out of the store obviously alcohol affected.  Responsible serving of Alcohol?",
Apr 11 18 01:31:01 pm,-37.56639885,143.8600016,"21a Anderson Street East, Golden Point, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",56,Female,No,Unsafe around the supermarkets in Bridge Mall and the nearby Main road area. Police HQ are nearby but never seen patrolling the areas!,No
Apr 13 18 12:16:17 pm,-37.56324474,143.8622367,"45 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",30,Female,No,"Feel uneasy and unsafe every time I am here. I am only here during the day. There are always people (from teenage girls to middle aged men) yelling, fighting, arguing, swearing, intimidating the general public and used to be drug and alcohol affected in the toilets and bus stop area here. ",No
Apr 13 18 12:18:32 pm,-37.56279719,143.8545172,"20 Doveton Street South, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",30,Female,No,"Lots of people going about their business, no loiterers or drug/alcohol affected people here. I have never had a bad experience here.",No
Apr 13 18 12:20:57 pm,-37.56330108,143.8559352,"31 Armstrong Street South, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",30,Female,No,I have been targeted by 2 homeless men here before. They were trying to intimidate and harrass me in the middle of the day for just walking past. I was scared and felt unsafe. ,No
Apr 15 18 09:50:27 pm,-37.56342573,143.8628608,"7 Eastwood Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",36,Female,No,Constant alcohol/drug affected people. Numerous times I've been yelled at or wolf whistled at when walking out of the yoga studio. I never shop at Coles and would rather drive to bakery hill to collect my groceries. Always people hanging around sitting on cars playing loud music at night in the car park at coles.,No
Apr 15 18 10:03:29 pm,-37.56704637,143.8579377,"26 Grant Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,35,,,The toilet block on Golden Point is dodgy witnessing lots of men in cars near the toilets with them often going in for a long period of time.,
Apr 15 18 10:06:00 pm,-37.5636067,143.8628971,"7 Eastwood Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",35,,,Almost every time I go to Coles there are people loitering out the front drinking alcohol.  This will probably change now its getting cold in winter however currently this makes me feel unsafe. ,
Apr 16 18 12:01:33 pm,-37.56070423,143.8595724,"36 Camp Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",56,Female,No,Field Street undercover carpark.,No
Apr 16 18 12:07:08 pm,-37.56050437,143.8605541,"2 Field Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",42,Female,No,"Field Street Undercover Car Park. Poor lighting, used by homeless people and used as a rubbish dump and toilet!",No
Apr 17 18 11:16:15 am,-37.56369787,143.8627911,"7 Eastwood Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",39,Female,No,People asking for money and cigarettes. Groups of people at bus stop acting in antisocial way.,No
Apr 17 18 04:44:05 pm,-37.56256676,143.8623512,"3 Bridge Mall, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",35,Female,No,At night or early evening there are dodgy people there,No
Apr 17 18 04:45:29 pm,-37.56299199,143.8561285,"25 Armstrong Street South, Ballarat Central, Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,35,Female,No,It is open and well lit. Businesses nearby,No
Apr 17 18 04:47:40 pm,-37.55707683,143.856048,"202-206 Doveton Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,35,Female,No,"Poor lighting, no staff in the carpark area, uneven ground",No
Apr 18 18 04:48:50 pm,-37.56344367,143.8627136,"7 Eastwood Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",22,Female,No,There are always people yelling and throwing rubbish at the  bus station. ,No
Apr 19 18 06:51:56 pm,-37.56343939,143.8622066,"45 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,,Have never felt safe here,
Apr 19 18 06:53:08 pm,-37.56081282,143.8591893,"33 Camp Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",,Female,No,"Have experienced violence in this street, very poor lighting.",
Apr 19 18 06:54:57 pm,-37.56278582,143.8650066,"112 Little Bridge Street, Bakery Hill, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,,"Always groups hanging around, feels unsafe I avoid this area.",
Apr 19 18 07:47:05 pm,-37.56389701,143.8628023,"7 Eastwood Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",38,Female,No,Even during the day time i feel unsafe here,No
Apr 19 18 07:50:28 pm,-37.56326184,143.8621894,"43 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",38,Female,No,I don't feel safe walking passed here at any time of the day,No
Apr 19 18 10:11:38 pm,-37.56256284,143.8627436,"60 Bridge Mall, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",23,Female,No,I feel very unsafe walking through here at night like I'm being watched. needs to be better lit.,No
Apr 20 18 12:40:30 pm,-37.55893733,143.8583681,"124 Lydiard Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",,Female,No,Witnessed multiple aggressive relationship disputes - serious enough to contact police. Any time of day - weekends and weekdays. Reconsidered my walking route home to avoid this area. Concerned for my safety and that of the woman involved in the dispute.,No
Apr 20 18 12:47:12 pm,-37.55871832,143.8590628,"20 Mair Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Obvious Security - Police, Public Safety Officer",,Female,No,Was pleased to find out you can call on the Transport Police Protective Services Officers if there is a harassment issue on the street outside of the train station - more immediate than waiting for police to arrive.,No
Apr 20 18 12:54:03 pm,-37.55928816,143.862775,"29 Scott Parade, Ballarat East, Victoria 3350, Australia",Sad = Unsafe,Other,,Female,No,Spooky tunnel walk through well lit - but doesn't feel like a safe space to go through on your own - particularly at night!,No
Apr 20 18 12:57:59 pm,-37.55865454,143.8616216,"29 Scott Parade, Ballarat East, Victoria 3350, Australia",Sad = Unsafe,Other,,Female,No,"Broken fences, rubbish, obvious places where people cut through into the train station boundary along Scott Pde. Would avoid at night if on my own. Heard it suggested that people use this as a base for street crime/theft - which we have had numerous issues with on Ligar St",No
Apr 20 18 01:59:58 pm,-37.56376165,143.8624263,"7 Eastwood Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",,Female,No,"Ballarat's Watering Hole - where animals of every kind, shape, size & nature come to feed! 
Get in there - and move on as quickly as you can to reduce chance encounters with less friendly species!",No
Apr 20 18 02:02:53 pm,-37.55811446,143.8557744,"190 Doveton Street North, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",,Female,No,Love Ballarat Library as a safe space to visit - particularly with a young family!,No
Apr 20 18 04:57:06 pm,-37.56169504,143.8535213,"Gee Cees Cafe Bar, 427 Sturt St, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",16,Female,,"Dark, lots of cars no people ",No
Apr 20 18 04:59:33 pm,-37.56206499,143.8524055,"St Patrick's Cathedral, 3 Lyons St, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Sexual Harassment - stalking, propositioning, groping, rape",,Female,No,Knowing what people have been through and have suffered from abuse in this place makes me feel really anxious ,No
Apr 20 18 05:02:26 pm,-37.56109545,143.8490367,"739 Sturt Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,12,Female,No,I feel like there is some good food here and good vibes,No
Apr 20 18 05:03:17 pm,-37.56128681,143.8501793,"701 Sturt Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Busy - lots of people, activity",17,Female,No,A lot of people staring at you,No
Apr 20 18 05:21:07 pm,-37.56194593,143.8559783,"301-305 Sturt Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",32,Female,No,Encountered verbal abuse around the bus stop on a number of times,Yes
Apr 20 18 05:26:20 pm,-37.56297499,143.8560855,"17 Armstrong Street South, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,13,Female,No,Dimly lit at night dodgy people,No
Apr 20 18 05:32:59 pm,-37.56442075,143.8597387,"21 Dana Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Obvious Security - Police, Public Safety Officer",14,Female,No,At the front of a police station,No
Apr 20 18 05:37:08 pm,-37.56301326,143.8610932,"10 Little Bridge Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",12,Female,No,I feel really unsafe here because all the drug users and drunks come her.,No
Apr 20 18 05:40:55 pm,-37.56140162,143.8616967,"1 Curtis Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",12,Female,No,At the entrance of big W there are some real creeps. ,No
Apr 20 18 05:43:21 pm,-37.56340021,143.8629788,"7 Eastwood Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",12,Female,No,There are some really weird people around coles.,No
Apr 20 18 05:44:08 pm,-37.56009188,143.8602805,"5-33 Mair Street, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",32,Female,No,Unpleasant encounters with drunken party goers,Yes
Apr 20 18 05:48:15 pm,-37.56116349,143.8587892,"Arts Academy, Camp St, Ballarat, Victoria 3350, Australia",Happy = Safe,Other,32,Female,No,"Great place for public events, great community vibe",Yes
Apr 20 18 05:51:49 pm,-37.55863753,143.8568044,"112 Armstrong Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",32,Female,No,"ldodgy people and and youth gangs in car park, esp at night",Yes
Apr 28 18 08:49:23 am,-37.55874809,143.8504529,"702 Mair Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,50,Female,No,always feel safe here all times of day and in the evenings it is well lit near the hospital corner,No
Apr 28 18 08:51:26 am,-37.56345974,143.85144,"24 Lyons Street South, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",50,Female,No,during the day this area is good as there are lots of cars and often pedestrians who are parking in the longer term car parks,No
Apr 28 18 08:54:16 am,-37.55860266,143.8568052,"112 Armstrong Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,Other,50,Female,No,Car park makes me feel unsafe,No
Apr 28 18 09:27:05 pm,-37.56282531,143.8643661,"104 Bridge Mall, Bakery Hill, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",50,Female,No,Open up mall to traffic and remove shops or build over it and close it in. Too cold in Ballarat for open air shopping. ,No
Apr 28 18 09:29:30 pm,-37.56421409,143.8593203,"20 Dana Street, Ballarat Central, Victoria 3350, Australia",Happy = Safe,"Obvious Security - Police, Public Safety Officer",50,Female,No,Police presence is important for safety in Ballarat,No
Apr 28 18 09:37:07 pm,-37.55879232,143.8478297,"32 Drummond Street North, Ballarat Central, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",50,Female,No,Bring back a mental health support facility so the drug users get the support they need away from our critical ill who need valuable hospital staff time! My son was frightened when having treatment in emergency because of violent clients. ,No
May 01 18 09:35:03 am,-37.56275812,143.8650978,"112 Little Bridge Street, Bakery Hill, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",10,Male,No,Once whitnessed a group of people attack an individual,No
May 02 18 12:59:18 pm,-37.56326839,143.8620937,"41 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Male,,Don?t feel safe at late night shopping,
May 07 18 08:03:39 pm,-37.56063903,143.8601446,"2 Field Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,"I feel unsafe here because even during the daytime, there was a man who was clearly under the influence and it was quite a distressing scene",No
May 07 18 08:07:05 pm,-37.56331092,143.8559496,"31 Armstrong Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,"Too many smokers, makes it feel unsafe and loitering people seem ""gang-like""",No
May 07 18 08:08:44 pm,-37.56022229,143.8579166,"Sweet Decadence at the Gallery, 49 Lydiard St, Ballarat, Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",15,Female,No,"Vibrant and open space, constantly filled with law-abiding citizens
",No
May 07 18 08:11:38 pm,-37.56130823,143.8612028,"10 Grenville Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,15,Female,No,"Smelly and scary, makes me feel uncomfortable ",No
May 07 18 08:13:36 pm,-37.56357103,143.863107,"7 Eastwood Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,Loiters near the toilets make me feel uncomfortable and vulnerable ,No
May 07 18 08:16:09 pm,-37.56070087,143.8572228,"35 Lydiard Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,"Loud, booming music. HEAPS of smokers and many unpredictable people under the influence of alcohol and other drugs",
May 07 18 08:20:14 pm,-37.55875111,143.8593766,"University of Ballarat, 107 N Lydiard St, Ballarat, Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,Damaged buildings make the area seem dangerous and unpredictable,No
May 07 18 08:24:19 pm,-37.5599941,143.8619014,"13-15 Mair Street East, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,Many homeless people tend to urinate in this public area and it's smelly. Also heavily graffiti-ed and it seems inhabited by unpredictable men  ,No
